0, -68.8827
1, -73.5828
2, -73.5828
3, -76.7893
4, -88.0619
5, -96.7832
6, -104.475
7, -113.833
8, -119.75
9, -125.672
10, -133.422
11, -126.222
12, -122.721
13, -122.348
14, -121.828
15, -109.216
16, -109.216
17, -87.9276
18, -88.9295
19, -70.411
20, -52.5552
21, -51.7119
22, -37.3795
23, -29.181
24, -14.8581
25, 18.4077
26, 30.1848
27, 30.1848
28, 52.4309
29, 108.858
30, 114.516
31, 138.241
32, 150.262
33, 175.914
34, 188.938
35, 224.802
36, 224.802
37, 224.802
38, 224.802
39, 224.802
40, 224.802
41, 224.802
42, 224.802
43, 224.802
44, 224.802
45, 224.802
46, 224.802
47, 224.802
48, 224.802
49, 224.802
50, 224.802
51, 224.802
52, 224.802
53, 224.802
54, 224.802
55, 224.802
56, 224.802
57, 224.802
58, 159.277
59, 146.56
60, 118.021
61, 103
62, 75.4695
63, 28.5914
64, 28.5914
65, -20.3633
66, -36.2119
67, -66.9076
68, -81.9219
69, -104.95
70, -157.363
71, -169.872
72, -205.731
73, -218.451
74, -252.888
75, -299.428
76, -299.428
77, -299.428
78, -299.428
79, -299.428
80, -299.428
81, -299.428
82, -299.428
83, -299.428
84, -299.428
85, -299.428
86, -299.428
87, -299.428
88, -299.428
89, -299.428
90, -299.428
91, -299.428
92, -299.428
93, -299.428
94, -299.428
95, -299.428
96, -299.428
97, -299.428
98, -299.428
99, -299.428
100, -299.428
101, -299.428
102, -299.428
103, -299.428
104, -299.428
105, -299.428
106, -299.428
107, -299.428
108, -299.428
109, -299.428
110, -299.428
111, -299.428
112, -299.428
113, -299.428
114, -299.428
115, -299.428
116, -299.428
117, -299.428
118, -299.428
119, -299.428
120, -299.428
121, -299.428
122, -299.428
123, -299.428
124, -299.428
125, 46.4488
126, 73.9604
127, 114.708
128, 114.708
129, 154.897
130, 161.897
131, 185.84
132, 208.591
133, 208.591
134, 238.404
135, 247.628
136, 273.153
137, 286.151
138, 309.451
139, 309.451
140, 309.451
141, 309.451
142, 309.451
143, 309.451
144, 309.451
145, 309.451
146, 309.451
147, 309.451
148, 309.451
149, 309.451
150, 309.451
151, 309.451
152, 309.451
153, 309.451
154, 309.451
155, 309.451
156, 309.451
157, 309.451
158, 309.451
159, 309.451
160, 309.451
161, 309.451
162, 309.451
163, 309.451
164, 309.451
165, 309.451
166, 309.451
167, 309.451
168, 309.451
169, 309.451
170, 309.451
171, 309.451
172, 309.451
173, 309.451
174, 309.451
175, 309.451
176, 309.451
177, 309.451
178, 309.451
179, 309.451
180, 309.451
181, 309.451
182, 309.451
183, 309.451
184, 309.451
185, 309.451
186, 309.451
187, 309.451
188, 309.451
189, 309.451
190, 309.451
191, 309.451
192, 309.451
193, 309.451
194, 309.451
195, 309.451
196, 309.451
197, 309.451
198, 309.451
199, 309.451
200, 309.451
201, 309.451
202, 309.451
203, 309.451
